,City_Name,Lat,Lon,Max_Temp,Humidity,Clouds,Wind_Speed,Country,Date
367,Najrān,17.49,44.13,71.6,30,0,0.54,SA,1602534495
368,Ngunguru,-35.62,174.5,63.0,96,100,13.0,NZ,1602534496
369,Petukhovo,55.07,67.9,44.58,88,42,6.58,RU,1602534496
370,Puerto Colombia,10.99,-74.95,80.6,83,75,5.82,CO,1602534496
371,Hirara,24.8,125.28,78.82,86,68,20.09,JP,1602534496
372,Yerbogachën,61.28,108.01,24.64,87,100,8.72,RU,1602534496
373,Ondjiva,-17.07,15.73,75.81,16,0,7.0,AO,1602534496
374,Avera,33.19,-82.53,80.6,78,90,5.82,US,1602534496
375,Sun Valley,39.6,-119.78,77.0,8,1,9.17,US,1602534479
376,Obo,5.4,26.49,68.9,87,80,3.13,CF,1602534497
377,Almaznyy,48.04,40.05,62.6,63,9,11.18,RU,1602534497
378,Hailey,43.52,-114.32,55.4,43,75,9.17,US,1602534497
379,Faanui,-16.48,-151.75,78.58,80,4,14.83,PF,1602534497
380,Valdivia,-39.81,-73.25,69.8,37,2,8.05,CL,1602534497
381,Brae,60.4,-1.35,48.2,76,40,17.22,GB,1602534498
382,Nuuk,64.18,-51.72,41.0,93,75,8.05,GL,1602534481
383,Cap-aux-Meules,47.38,-61.86,44.6,64,20,9.17,CA,1602534498
384,Angol,-37.8,-72.72,77.0,25,0,16.11,CL,1602534418
385,Saint Paul Harbor,57.79,-152.41,35.6,71,90,6.93,US,1602534498
386,Igarka,67.47,86.58,26.01,98,100,16.64,RU,1602534498
387,Esperance,-33.87,121.9,48.2,100,1,6.93,AU,1602534499
388,Lorengau,-2.02,147.27,81.52,79,100,7.7,PG,1602534499
389,Villacarrillo,38.12,-3.08,52.9,44,0,4.83,ES,1602534499
390,Voh,-20.97,164.7,75.29,80,76,4.65,NC,1602534499
391,Rakai,-0.72,31.48,62.08,93,80,6.06,UG,1602534499
392,Basco,20.45,121.97,81.45,83,38,18.57,PH,1602534499
393,Yazd,31.9,54.37,51.8,14,0,2.24,IR,1602534471
394,Svirsk,53.09,103.33,23.59,86,0,3.87,RU,1602534499
395,Napier City,-39.48,176.92,56.8,91,100,9.4,NZ,1602534500
396,Ndélé,8.41,20.65,73.74,85,100,0.85,CF,1602534500
397,Onda,39.97,-0.25,60.01,58,0,3.8,ES,1602534500
398,Hudiksvall,61.73,17.1,43.88,88,99,9.53,SE,1602534422
399,Bull Savanna,17.89,-77.59,82.35,75,70,5.44,JM,1602534500
400,Marfino,55.7,37.38,55.4,100,90,4.47,RU,1602534500
401,Broken Hill,-31.95,141.43,57.2,58,0,4.7,AU,1602534501
402,Tashtyp,52.79,89.9,38.12,91,100,6.85,RU,1602534501
403,Vostochnyy,55.82,37.87,55.0,87,90,4.47,RU,1602534501
404,Alice Springs,-23.7,133.88,55.4,54,0,3.36,AU,1602534501
405,Moussoro,13.64,16.49,94.87,26,100,5.5,TD,1602534501
406,Warrington,53.39,-2.58,51.8,81,40,14.99,GB,1602534501
407,Yashkino,55.87,85.43,42.8,100,90,8.95,RU,1602534502
408,Vostok,46.49,135.88,30.51,98,73,4.07,RU,1602534502
409,Torbay,47.67,-52.73,46.99,61,20,19.46,CA,1602534502
410,Umm Hājar,13.3,19.7,89.42,37,0,6.58,TD,1602534502
411,Sulina,45.16,29.65,67.66,79,96,13.51,RO,1602534502
412,Praia da Vitória,38.73,-27.07,66.2,82,75,14.34,PT,1602534502
413,Puebloviejo,10.99,-74.28,89.01,70,29,7.0,CO,1602534503
414,Georgiyevka,43.04,74.71,37.4,69,0,4.47,KZ,1602534503
415,Forsytheganj,52.63,29.73,52.72,91,79,4.23,BY,1602534503
416,Podgornoye,51.73,39.15,51.8,100,75,1.5,RU,1602534503
417,Udachny,66.42,112.4,12.2,92,0,4.47,RU,1602534503
418,Florianópolis,-27.61,-48.5,75.99,47,0,19.46,BR,1602534481
419,Plettenberg Bay,-34.05,23.37,61.43,55,52,6.38,ZA,1602534503
420,Ardakān,32.31,54.02,51.8,14,0,2.24,IR,1602534503
421,Fortuna Foothills,32.66,-114.41,97.0,13,1,8.05,US,1602534504
422,Taltal,-25.4,-70.48,65.3,55,22,6.44,CL,1602534504
423,Kenai,60.55,-151.26,46.0,75,40,5.82,US,1602534504
424,Sampit,-2.53,112.95,74.08,91,90,1.77,ID,1602534504
425,Northam,51.03,-4.22,53.01,82,29,5.01,GB,1602534504
426,Nome,64.5,-165.41,33.8,47,40,11.41,US,1602534504
427,Shimoda,34.67,138.95,60.01,95,1,2.3,JP,1602534504
428,Ulaangom,49.98,92.07,32.97,91,100,1.19,MN,1602534504
429,City of San Pedro,14.35,121.02,78.8,94,75,2.24,PH,1602534505
430,Kasempa,-13.46,25.83,69.17,69,89,4.7,ZM,1602534505
431,Port Moresby,-9.44,147.18,78.8,88,75,5.82,PG,1602534505
432,Kainantu,-6.29,145.87,56.93,93,99,1.59,PG,1602534505
433,Usvyaty,55.75,30.75,51.03,96,100,3.49,RU,1602534505
434,Terrace,54.52,-128.6,46.4,87,75,11.41,CA,1602534505
435,Pirogovo,56.78,53.15,46.0,50,47,9.06,RU,1602534506
436,Ruidoso,33.33,-105.67,73.0,14,1,5.82,US,1602534506
437,Mopipi,-21.18,24.88,71.96,55,0,20.31,BW,1602534506
438,Lerwick,60.15,-1.15,48.2,76,40,17.22,GB,1602534506
439,Bonavista,48.65,-53.11,48.0,68,95,7.0,CA,1602534506
440,Onega,63.91,38.14,48.16,95,100,6.71,RU,1602534506
441,Nzega,-2.48,29.56,58.51,91,48,1.99,RW,1602534506
442,Alyangula,-13.85,136.42,68.0,94,91,6.11,AU,1602534507
443,Steinbach am Taunus,50.17,8.57,52.0,93,20,3.36,DE,1602534507
444,Tiznit Province,29.58,-9.5,78.24,28,23,1.21,MA,1602534507
445,Comodoro Rivadavia,-45.87,-67.5,73.4,23,5,32.21,AR,1602534507
446,Japura,-0.32,102.35,74.43,87,100,0.6,ID,1602534507
447,Digha,21.68,87.55,80.73,83,70,5.88,IN,1602534507
448,Coahuayana Viejo,18.73,-103.68,77.0,78,75,7.4,MX,1602534508
449,Fes,34.04,-5.0,69.8,46,0,5.82,MA,1602534508
450,Lata,40.16,-8.33,60.01,87,0,5.82,PT,1602534508
451,Half Moon Bay,37.46,-122.43,80.01,38,5,3.36,US,1602534357
452,Ahipara,-35.17,173.17,60.66,96,96,8.01,NZ,1602534508
453,Motozintla,15.37,-92.23,91.4,66,20,9.17,MX,1602534508
454,Vyazemskiy,47.54,134.75,35.78,85,39,6.58,RU,1602534508
455,Diamantino,-14.41,-56.45,94.23,32,74,6.08,BR,1602534509
456,Elmadağ,39.92,33.23,66.99,48,100,3.36,TR,1602534509
457,Tomiño,41.99,-8.76,64.99,87,75,3.36,ES,1602534509
458,Pimentel,-6.84,-79.93,71.6,64,47,23.04,PE,1602534509
459,Copiapó,-27.37,-70.33,62.6,63,0,13.87,CL,1602534406
460,Azare,11.68,10.19,82.56,32,8,2.04,NG,1602534509
461,Kaseda-shirakame,31.42,130.32,64.0,88,0,5.01,JP,1602534223
462,Tsalka,41.59,44.09,46.17,79,0,3.6,GE,1602534509
463,Colombo,6.93,79.85,82.4,78,40,11.41,LK,1602534510
464,Mackay,-21.15,149.2,73.4,73,40,14.99,AU,1602534510
465,Abnūb,27.27,31.15,82.4,45,1,10.29,EG,1602534510
466,Hualmay,-11.1,-77.61,67.51,70,20,10.83,PE,1602534510
467,Vila Velha,-20.33,-40.29,73.99,94,90,3.36,BR,1602534213
468,Divnoye,45.91,43.35,56.46,83,9,7.45,RU,1602534510
469,Luz,-19.8,-45.69,75.13,68,99,3.83,BR,1602534511
470,Juan Lacaze,-34.43,-57.44,66.2,68,20,6.93,UY,1602534511
471,Atakpamé,7.53,1.13,74.93,86,24,3.11,TG,1602534511
472,Bañón,40.84,-1.19,57.2,50,0,6.93,ES,1602534511
473,Miragoâne,18.44,-73.09,83.5,72,100,1.92,HT,1602534511
474,Rexburg,43.83,-111.79,62.01,38,1,25.28,US,1602534510
475,Sheffield,53.38,-1.47,50.0,83,1,1.01,GB,1602534430
476,Ust'-Omchug,61.15,149.63,31.66,97,100,3.02,RU,1602534511
477,Kedrovyy,56.17,91.82,33.8,99,100,2.24,RU,1602534512
478,Yangi Marg`ilon,40.43,71.72,48.2,81,0,6.93,UZ,1602534512
479,Bundaberg,-24.85,152.35,66.99,77,4,6.93,AU,1602534512
480,Lixouri,38.2,20.43,72.19,79,84,27.0,GR,1602534512
481,Hachinohe,40.5,141.5,60.8,87,20,6.93,JP,1602534512
482,Ta Khmau,11.48,104.95,77.0,88,75,3.36,KH,1602534512
483,Turka,49.15,23.03,48.99,90,100,5.99,UA,1602534512
484,Hobyo,5.35,48.53,79.68,80,0,14.67,SO,1602534513
485,Lugovoy,42.95,72.76,43.75,54,0,3.13,KZ,1602534513
486,Poronaysk,49.22,143.12,48.04,87,100,9.08,RU,1602534513
487,Pechora,65.15,57.22,42.53,94,100,7.56,RU,1602534513
488,Sri Aman,1.24,111.46,75.2,100,100,2.24,MY,1602534513
489,Cockburn Town,21.46,-71.14,86.0,70,40,8.05,TC,1602534358
490,Vila,42.03,-8.16,60.01,83,90,3.0,PT,1602534514
491,Māngrol,21.12,70.12,82.58,64,5,7.05,IN,1602534514
492,Longyan,25.11,117.02,68.81,88,38,3.51,CN,1602534514
493,Maragogi,-9.01,-35.22,77.4,77,13,8.9,BR,1602534408
494,Ugep,5.81,8.08,75.33,93,100,5.68,NG,1602534514
495,Manavālakurichi,8.13,77.3,80.6,94,40,4.7,IN,1602534514
496,Kolpashevo,58.31,82.91,36.09,98,100,1.34,RU,1602534514
497,Okha,53.57,142.95,41.32,85,96,3.87,RU,1602534515
498,Piteå,65.32,21.48,44.6,93,90,4.7,SE,1602534515
499,San Jerónimo,-11.95,-75.28,58.96,45,88,9.19,PE,1602534515
500,General Pico,-35.66,-63.76,79.21,23,0,3.62,AR,1602534515
501,Sambava,-14.27,50.17,75.27,87,45,7.92,MG,1602534515
502,Litovko,49.24,135.17,35.24,85,46,5.64,RU,1602534516
503,Tuatapere,-46.13,167.68,50.0,84,72,7.0,NZ,1602534516
504,Wagar,16.15,36.2,86.67,40,0,13.09,SD,1602534516
505,Qingdao,36.1,120.37,57.99,76,99,6.71,CN,1602534516
506,Kotri,25.37,68.31,86.31,16,14,3.56,PK,1602534516
507,Caarapó,-22.63,-54.82,91.96,30,1,2.35,BR,1602534516
508,The Valley,18.22,-63.06,87.8,74,20,10.29,AI,1602534516
509,Adrar,20.5,-10.07,89.64,33,100,9.82,MR,1602534516
510,Dawlatabad,36.41,64.91,49.14,47,0,4.97,AF,1602534517
511,Puerto Escondido,15.85,-97.07,87.8,66,40,8.05,MX,1602534517
512,Tateyama,34.98,139.87,71.01,100,75,4.29,JP,1602534517
513,Burnie,-41.07,145.92,48.99,68,4,14.0,AU,1602534517
514,Fortuna,40.6,-124.16,75.0,64,1,14.99,US,1602534517
515,Kindia,10.06,-12.87,71.47,99,100,2.8,GN,1602534517
516,Mil'kovo,54.72,158.62,31.01,87,96,1.81,RU,1602534517
517,Yantal',56.85,105.25,20.34,93,63,2.26,RU,1602534518
518,Uglovskoye,51.36,80.19,46.54,79,100,14.2,RU,1602534518
519,Paamiut,61.99,-49.67,40.3,90,100,21.45,GL,1602534518
520,Gigmoto,13.78,124.39,80.65,83,96,5.32,PH,1602534518
521,Rome,43.21,-75.46,57.2,50,75,10.29,US,1602534485
522,Guánica,17.97,-66.91,82.99,72,100,1.01,PR,1602534518
523,Egvekinot,66.32,-179.17,21.79,96,7,7.7,RU,1602534518
524,Kuznechikha,57.22,42.33,46.87,86,100,5.86,RU,1602534519
525,Wanning,18.8,110.4,77.81,85,100,18.3,CN,1602534519
526,Hirado,33.36,129.55,66.0,77,0,8.01,JP,1602534519
527,Mogadishu,2.04,45.34,78.87,82,14,11.72,SO,1602534460
528,Sakaiminato,35.55,133.23,64.4,77,75,1.12,JP,1602534519
529,St. George's,12.06,-61.75,86.0,74,40,13.87,GD,1602534223
530,Pacific Grove,36.62,-121.92,84.99,52,1,3.36,US,1602534373
531,Jadu,31.95,12.03,57.52,68,66,10.18,LY,1602534520
532,Bucerías,20.75,-105.33,89.6,62,75,6.93,MX,1602534326
533,Hays,30.05,-98.03,87.01,34,0,10.0,US,1602534520
534,Meulaboh,4.14,96.13,75.72,86,100,7.54,ID,1602534520
535,Sangar,63.92,127.47,21.13,84,100,10.47,RU,1602534520
536,Nioki,-2.72,17.68,74.16,94,99,2.08,CD,1602534520
537,Bulungu,-4.55,18.6,75.45,76,100,2.01,CD,1602534520
538,Myitkyina,25.38,97.4,74.07,75,0,1.66,MM,1602534521
539,Vilhena,-12.74,-60.15,78.57,66,90,2.59,BR,1602534521
540,Santa Cruz de la Sierra,-17.8,-63.17,93.2,49,75,12.75,BO,1602534295
541,Jaqué,7.52,-78.17,82.04,76,92,5.46,PA,1602534521
542,Port Hedland,-20.32,118.57,73.4,64,0,5.82,AU,1602534521
543,Bitung,1.45,125.18,75.2,94,40,2.24,ID,1602534521
544,Smithers,54.78,-127.17,41.0,80,75,2.24,CA,1602534522
545,Nizwá,22.93,57.53,76.39,24,5,4.23,OM,1602534522
546,Kota Belud,6.35,116.43,77.0,88,20,5.82,MY,1602534522
547,Rafai,4.95,23.92,70.81,93,100,0.72,CF,1602534522
548,Marmora,44.46,7.09,45.0,80,0,3.36,IT,1602534522
549,Aligoodarz,33.4,49.69,47.08,45,0,4.07,IR,1602534522
550,Mamaku,-38.1,176.08,61.0,91,100,5.01,NZ,1602534523
551,Krasnosel'kup,65.7,82.47,31.1,99,95,8.14,RU,1602534523
552,Kudahuvadhoo,2.67,72.89,82.2,79,98,17.54,MV,1602534523
553,Nouadhibou,20.93,-17.03,69.8,94,0,12.75,MR,1602534523
554,Batemans Bay,-35.72,150.18,55.99,95,24,1.99,AU,1602534523
555,Bay City,43.59,-83.89,69.01,72,75,10.29,US,1602534496
556,Hambantota,6.12,81.12,78.8,100,40,11.41,LK,1602534523
557,Ukiah,39.15,-123.21,81.0,29,1,5.91,US,1602534351
558,George,-33.96,22.46,59.0,51,44,2.24,ZA,1602534524
559,Sharjah city,25.36,55.4,88.0,30,0,4.83,AE,1602534475
560,Mossamedes,-15.2,12.15,64.99,80,96,8.41,AO,1602534524
561,Severo-Kuril'sk,50.68,156.12,45.41,79,76,13.91,RU,1602534524
562,Sorong,-0.88,131.25,77.27,89,100,7.49,ID,1602534524
563,Hammerfest,70.66,23.68,37.4,86,75,18.34,NO,1602534295
564,Richards Bay,-28.78,32.04,63.37,79,16,10.85,ZA,1602534525
565,Kasama,-10.21,31.18,74.7,39,87,3.8,ZM,1602534525
566,São João da Barra,-21.64,-41.05,73.4,73,90,13.87,BR,1602534525
567,San Antonio,29.42,-98.49,93.2,41,20,10.29,US,1602534441
568,Yulara,-25.24,130.99,62.6,29,0,5.82,AU,1602534525
569,Lac du Bonnet,50.25,-96.06,55.0,71,0,5.01,CA,1602534525
570,Lamar,33.67,-95.58,79.0,26,1,14.99,US,1602534525
571,Golynki,54.87,31.39,51.55,91,97,5.91,RU,1602534526
572,Poli,-3.33,36.8,73.4,40,7,11.41,TZ,1602534526
573,Ostrovnoy,68.05,39.51,44.13,92,100,5.7,RU,1602534526
574,Laguna,38.42,-121.42,82.99,26,1,9.17,US,1602534526
575,Koshurnikovo,54.17,93.3,29.26,100,100,2.64,RU,1602534526
576,Ciudad Bolivar,8.12,-63.55,91.11,50,5,6.91,VE,1602534526
577,Ambulu,-8.35,113.61,74.5,86,36,3.6,ID,1602534526
578,Mountain Home,43.13,-115.69,69.8,30,1,14.99,US,1602534527
579,Thinadhoo,0.53,72.93,81.72,76,96,13.35,MV,1602534291
580,Tual,-5.67,132.75,81.34,84,100,16.2,ID,1602534315
581,Snina,48.99,22.15,48.99,91,100,3.0,SK,1602534527
582,Iberia,29.95,-91.75,91.99,62,40,9.17,US,1602534380
583,Chu,43.6,73.76,45.05,50,0,4.09,KZ,1602534527
584,Nelson Bay,-32.72,152.15,60.01,100,20,5.82,AU,1602534527
585,Chara,56.91,118.26,20.73,82,100,5.7,RU,1602534527
586,San Cristobal,7.77,-72.22,93.2,34,40,19.46,VE,1602534281
587,Disna,55.57,28.2,49.95,94,100,2.13,BY,1602534528
588,Buta,2.79,24.73,69.48,96,99,0.81,CD,1602534528
589,Júlio de Castilhos,-29.23,-53.68,70.07,63,0,11.5,BR,1602534380
590,Muros,42.78,-9.06,60.01,94,59,7.36,ES,1602534528
591,Pemba,-12.97,40.52,78.8,83,75,11.41,MZ,1602534528
592,Jerantut,3.94,102.36,74.07,94,100,0.63,MY,1602534528
593,Omsukchan,62.53,155.8,30.76,84,100,6.85,RU,1602534529
594,Qaqortoq,60.72,-46.03,53.6,86,100,12.75,GL,1602534529
595,Minyar,55.07,57.55,43.52,62,100,4.38,RU,1602534529
596,Acqui Terme,44.68,8.47,46.99,76,0,3.47,IT,1602534529
597,Nabire,-3.37,135.48,75.7,89,100,3.15,ID,1602534306
598,Villarrica,-25.75,-56.43,93.79,19,0,8.41,PY,1602534529
599,Mwadui,-3.55,33.6,81.39,40,90,6.24,TZ,1602534529
600,Chokwé,-24.53,32.98,61.77,88,0,3.47,MZ,1602534529
